ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;ESTU_ESTADOCIVIL;ESTU_TITULOOBTENIDOBACHILLER;ESTU_ANO_EXAMENESTADO_SB11;ESTU_SEMESTRE_EXAMENESTADOSB11;ESTU_PORCENTAJECREDITOSAPROB;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_TOMO_CURSOPREPARACION;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_SEMESTRECURSA;FAMI_HOGARACTUAL;FAMI_CABEZAFAMILIA;FAMI_NUMPERSONASACARGO;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_NIVEL_SISBEN;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_PISOS_HOGAR;FAMI_TIENEINTERNET;FAMI_TIENE_SERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENE_MICROONDAS;FAMI_TIENE_HORNO;FAMI_TIENEAUTOMOVIL;FAMI_TIENE_DVD;FAMI_TIENE_NEVERA;FAMI_TIENE_CELULAR;FAMI_TELEFONO;FAMI_INGRESO_FMILIAR_MENSUAL;ESTU_TRABAJA_ACTUALMENTE;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;GRUPOREFERENCIA;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PGREF;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PGREF;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PGREF;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PGREF;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PGREF;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL
COLOMBIA;M;17/10/1978;ESTUDIANTE;COLOMBIA;VALLE;GUADALAJARA DE BUGA;Casado;Bachiller acadÇmico;1995;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci¢n;Hogar;Estrato 2;Nivel 2;Cuatro;Dos;Cemento, gravilla, ladrillo;No;No;Si;Si;Si;Si;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DE NEGOCIOS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;GUADALAJARA DE BUGA;VALLE;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;GUADALAJARA DE BUGA;VALLE;76;109;66;69;125;89;90;122;87;87;93;A1;41;42;123;4;90;89;114;84;41.546028
COLOMBIA;F;14/06/1971;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller acadÇmico;1991;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;6;Es habitual o permanente;No;Una;Ninguno;Primaria incompleta;Otra actividad u ocupaci¢n;Otra actividad u ocupaci¢n;Estrato 2;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;No;No;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N BIBLIOTECARIA;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;115;77;73;114;76;66;111;70;64;89;A1;33;21;140;4;100;98;114;84;46.833881
COLOMBIA;F;13/02/1995;ESTUDIANTE;COLOMBIA;HUILA;NEIVA;Soltero;Bachiller acadÇmico;2013;Segundo semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Educaci¢n profesional incompleta;Educaci¢n profesional incompleta;Directivo;Empleado de nivel tÇcnico o profesional;Estrato 2;No est† clasificada por el SISBEN;Cinco;Cinco;M†rmol, madera pulida, alfombra, tapete pared a pared;Si;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ-NEIVA;TECNOLOG÷A EN GESTI‡N INTEGRAL DE LA CALIDAD Y SEGURIDAD INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;RIVERA;HUILA;TECNOLOG÷A;PRESENCIAL;SIN CLASIFICAR;NEIVA;HUILA;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;NEIVA;HUILA;41;127;91;93;112;73;73;108;64;63;93;A1;41;42;118;3;82;80;112;80;66.010818
COLOMBIA;M;31/10/1994;ESTUDIANTE;COLOMBIA;CUNDINAMARCA;PASCA;Soltero;Bachiller tÇcnico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es temporal por razones de estudio u otra raz¢n;No;Ninguna;Primaria completa;Primaria completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 2;Nivel 1;Tres;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;Si;No;Si;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;FUSAGASUGµ;CUNDINAMARCA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;FUSAGASUGµ;CUNDINAMARCA;25;134;96;97;137;97;98;130;94;95;94;A1;43;44;123;4;90;89;124;95;41.128513
COLOMBIA;M;12/11/1992;ESTUDIANTE;COLOMBIA;BOLIVAR;MAGANGUê;Soltero;Bachiller acadÇmico;2010;Segundo semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;TÇcnica o tecnol¢gica completa;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 1;Nivel 1;Seis;Dos;Cemento, gravilla, ladrillo;Si;Si;No;Si;No;No;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA;TECNOLOGIA EN EDUCACION FISICA, RECREACION Y DEPORTE;RECREACI‡N Y DEPORTES TYT;SANTA MARTA;MAGDALENA;TECNOLOG÷A;DISTANCIA;DEPORTES, EDUCACION FISICA Y RECREACION;SANTA MARTA;MAGDALENA;UNIVERSIDAD;OFICIAL DEPARTAMENTAL;MAGANGUê;BOLIVAR;13;83;21;23;89;30;33;78;15;17;97;A1;49;51;97;2;43;45;89;24;45.496471
COLOMBIA;M;05/02/1987;ESTUDIANTE;COLOMBIA;NARI•O;IPIALES;Soltero;Bachiller acadÇmico;2007;Primer semestre;Entre el 76% y el 80%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;5;Es habitual o permanente;No;Tres;Primaria completa;Primaria incompleta;Otra actividad u ocupaci¢n;Hogar;Estrato 1;Nivel 1;Cinco;Dos;Cemento, gravilla, ladrillo;No;No;No;No;No;No;No;Si;No;Si;No;Entre 1 y menos de 2 SMLV;No;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-BOGOTµ D.C.;TECNOLOGIA EN GESTION CONTABLE Y FINANCIERA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - CORPORACI‡N;IPIALES;NARI•O;52;84;23;24;90;32;31;83;20;19;84;-A1;24;24;107;3;62;59;90;26;33.790394
COLOMBIA;F;06/08/1996;ESTUDIANTE;COLOMBIA;ATLANTICO;MALAMBO;Soltero;Bachiller tÇcnico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Hogar;Estrato 1;Nivel 1;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;No;No;Si;Si;Si;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTION LOGISTICA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;94;39;41;92;35;35;79;16;15;119;A2;83;85;66;1;7;6;90;26;44.286762
COLOMBIA;F;03/04/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2012;Primer semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Nivel 1;Seis;Cinco;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DE LA PRODUCCI‡N INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;119;82;75;110;69;68;89;29;30;105;A2;64;63;114;3;75;77;107;70;53.837074
COLOMBIA;F;23/07/1976;ESTUDIANTE;COLOMBIA;META;VILLAVICENCIO;Soltero;Bachiller acadÇmico;1995;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Dos;Primaria incompleta;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 3;Nivel 1;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;Si;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;VILLAVICENCIO;META;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VILLAVICENCIO;META;50;103;55;58;95;41;41;127;92;92;95;A1;45;46;113;3;73;71;107;70;48.827705
COLOMBIA;M;19/01/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2012;Segundo semestre;Menos del 75%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Hogar;Estrato 2;No est† clasificada por el SISBEN;Cinco;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-BOGOTµ D.C.;TECNICA PROFESIONAL EN SERVICIOS TURISTICOS Y HOTELEROS;TECNICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - CORPORACI‡N;BOGOTµ, D.C.;BOGOTA;11;132;95;96;111;71;72;117;80;81;150;B2;99;99;64;1;6;4;115;85;61.096981
COLOMBIA;M;24/10/1991;ESTUDIANTE;COLOMBIA;GUAINIA;IN÷RIDA;Soltero;Bachiller tÇcnico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;Si;No;Si;Si;4;Es temporal por razones de estudio u otra raz¢n;No;Ninguna;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 1;Cuatro;Cinco;Madera burda, tabla, tabl¢n;No;No;No;No;No;No;No;No;No;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN PRODUCCI‡N AGROPECUARIA ECOL‡GICA;TECNOLOGICO EN CIENCIAS AGROPECUARIAS;IN÷RIDA;GUAINIA;TECNOLOG÷A;DISTANCIA;AGRONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;IN÷RIDA;GUAINIA;94;60;2;3;96;43;55;77;14;19;119;A2;83;92;87;2;26;36;88;22;32.034168
COLOMBIA;M;07/01/1986;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller acadÇmico;2003;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci¢n;Pensionado;Estrato 3;No est† clasificada por el SISBEN;Cinco;Cuatro;Cemento, gravilla, ladrillo;Si;No;Si;Si;Si;No;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTION LOGISTICA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;ITAGö÷;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MEDELL÷N;ANTIOQUIA;5;100;50;52;57;2;2;64;5;4;90;A1;35;36;109;3;65;63;84;14;49.825119
COLOMBIA;M;12/09/1992;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller acadÇmico;2009;Segundo semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;TÇcnica o tecnol¢gica incompleta;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 3;Nivel 3;Seis;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;TECNOLOGIA EN GESTION LOGISTICA Y DE COMERCIO INTERNACIONAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;MEDELL÷N;ANTIOQUIA;TECNOLOG÷A;PRESENCIAL;SIN CLASIFICAR;BARRANQUILLA;ATLANTICO;INSTITUCI‡N UNIVERSITARIA;NO OFICIAL - FUNDACI‡N;MEDELL÷N;ANTIOQUIA;5;116;78;81;78;14;13;113;73;73;97;A1;49;50;131;4;96;96;107;70;60.967144
COLOMBIA;F;26/03/1995;ESTUDIANTE;COLOMBIA;VALLE;CANDELARIA;Soltero;Bachiller tÇcnico;2012;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci¢n;Hogar;Estrato 2;Nivel 1;Seis;Tres;Cemento, gravilla, ladrillo;No;No;Si;Si;No;No;No;No;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN DISE•O DE SISTEMAS MECANICOS;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;CALI;VALLE;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CALI;VALLE;76;102;54;45;107;64;63;119;83;81;103;A1;61;59;109;3;65;68;108;72;40.81329
COLOMBIA;F;16/01/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller tÇcnico;2012;Segundo semestre;No sigue el sistema de crÇditos;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;TÇcnica o tecnol¢gica completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 3;Nivel 2;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;Si;No;Si;No;Si;No;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-BOGOTµ D.C.;TECNOLOGIA EN GESTION DE PRODUCCION SOSTENIBLE;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - FUNDACI‡N;BOGOTµ, D.C.;BOGOTA;11;124;88;83;108;66;65;127;92;91;119;A2;83;82;122;4;88;89;120;91;58.187866
COLOMBIA;F;29/09/1997;ESTUDIANTE;COLOMBIA;VALLE;BUENAVENTURA;Soltero;Bachiller acadÇmico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;2;Es habitual o permanente;No;Ninguna;Primaria completa;Secundaria (Bachillerato) completa;Otra actividad u ocupaci¢n;Otra actividad u ocupaci¢n;Estrato 1;Nivel 1;Diez;Cuatro;Cemento, gravilla, ladrillo;No;No;Si;No;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN GESTION PORTUARIA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BUENAVENTURA;VALLE;TECNOLOG÷A;DISTANCIA;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BUENAVENTURA;VALLE;76;117;79;82;102;55;55;116;78;78;101;A1;57;59;93;2;32;29;106;67;40.198692
COLOMBIA;F;08/09/1997;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller tÇcnico;2014;Segundo semestre;Menos del 75%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Empleado de nivel auxiliar o administrativo;Empleado de nivel tÇcnico o profesional;Estrato 2;No est† clasificada por el SISBEN;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;Si;No;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN PRODUCCI‡N DE MULTIMEDIA;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;ITAGö÷;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MEDELL÷N;ANTIOQUIA;5;102;54;44;124;88;84;127;92;89;133;B1;93;87;121;4;86;87;121;92;53.615643
COLOMBIA;F;29/10/1996;ESTUDIANTE;COLOMBIA;CORDOBA;MONTER÷A;Soltero;Bachiller tÇcnico;2014;Segundo semestre;Menos del 75%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Hogar;Estrato 4;No est† clasificada por el SISBEN;Tres;Cuatro;M†rmol, madera pulida, alfombra, tapete pared a pared;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Entre 3 y menos de 5 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;MONTER÷A;CORDOBA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MONTER÷A;CORDOBA;23;109;66;69;112;73;73;132;96;96;135;B1;94;95;97;2;43;40;117;88;58.754299
COLOMBIA;M;09/02/1994;ESTUDIANTE;COLOMBIA;ATLANTICO;SOLEDAD;Soltero;Bachiller acadÇmico;2010;Segundo semestre;;;No;No;No;No;;Es habitual o permanente;No;Dos;Primaria incompleta;TÇcnica o tecnol¢gica incompleta;Peque§o empresario;Empleado de nivel tÇcnico o profesional;Estrato 2;Nivel 3;Seis;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;No;Si;No;Si;No;Si;Si;No;Si;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;150;100;100;139;98;98;129;94;94;124;B1;87;89;105;3;56;54;129;98;50.546291
COLOMBIA;M;21/08/1996;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;5;Es habitual o permanente;No;Ninguna;Primaria incompleta;Secundaria (Bachillerato) completa;Otra actividad u ocupaci¢n;Otra actividad u ocupaci¢n;Estrato 2;Nivel 2;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;Si;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN MANTENIMIENTO DE EQUIPOS DE COMPUTO, DISE•O E INSTALACION DE CABLEADO ESTRUCTURADO;TECNOLOGICO EN TIC;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;113;73;65;97;45;40;86;25;24;137;B1;95;90;90;2;28;32;105;65;60.194771
COLOMBIA;F;02/07/1995;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2013;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 2;Nivel 1;Seis;Dos;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;No;No;Si;Si;No;Si;Entre 2 y menos de 3 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;68;6;6;107;64;64;101;51;49;68;-A1;1;1;126;4;93;92;94;36;49.788815
COLOMBIA;M;15/01/1959;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Casado;Bachiller acadÇmico;2014;Segundo semestre;Entre el 76% y el 80%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Dos;Ninguno;Ninguno;Hogar;Hogar;Estrato 1;Nivel 1;Ocho;Tres;Cemento, gravilla, ladrillo;No;No;Si;Si;No;No;No;Si;Si;Si;No;Entre 2 y menos de 3 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N EMPRESARIAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;88;29;30;94;39;39;104;56;55;76;-A1;12;11;107;3;62;59;94;36;37.937435
